paper_id,declared_replacement_levels_pct,replacement_min_pct,replacement_max_pct,material_type,source_material,processing_method,processing_parameters,sio2_pct,activation_method,w_b_ratio,fe2o3_pct,al2o3_pct,pozzolanic_reactivity,cao_pct,mgo_pct,k2o_pct,mechanical_activation_method,amorphous_content_pct,activation_parameters,na2o_pct,specific_gravity,loi_pct,xrd_phases,other_reported_oxides,mineral_composition,thermal_treatment_temperature,replacement_pct,age_days,compressive_strength_mpa
P001,"7, 10, 15",7.0,15.0,"Rice Husk Ash (RHA), RHA-650-60",Rice husks from North of Iran,controlled,Temperature of 650 °C and 60 minutes burning time,89.61,thermal,0.5,0.22,0.04,high,0.91,0.42,1.58,,90.0,Temperature of 650 °C and 60 minutes burning time,0.07,2.15,5.91,Quartz,"P2O5: 0.41, TiO2: 0.02",Quartz,650.0,10.0,56.0,54.0
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,10.0,56.0,37.4
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,10.0,56.0,47.8
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,56.0,51.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,56.0,62.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,56.0,69.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,10.0,56.0,36.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,10.0,56.0,39.0
P039,"0, 5, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),"KGR Agro Fusions Private Limited, Ludhiana, Punjab (India)",,,90.4,,0.5,1.6,1.7,reactive pozzolanic material,,0.7,,,90.4,,,,,amorphous silica,alkali oxides: 3.2%,,,10.0,56.0,41.4
P039,"0, 5, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),"KGR Agro Fusions Private Limited, Ludhiana, Punjab (India)",,,90.4,,0.5,1.6,1.7,reactive pozzolanic material,,0.7,,,90.4,,,,,amorphous silica,alkali oxides: 3.2%,,,10.0,56.0,46.8
P046,10,10.0,10.0,Rice Husk Ash (RHA) / Rice Husk Ash,Rice husk,"Burning in closed combustion chamber, cooling, and sieving",Sieved through #30 sieve,,thermal,0.516667,,,,,,,,,Controlled/uncontrolled burning temperature range,,,,,,,725.0,10.0,56.0,23.04
P046,10,10.0,10.0,Rice Husk Ash (RHA) / Rice Husk Ash,Rice husk,"Burning in closed combustion chamber, cooling, and sieving",Sieved through #30 sieve,,thermal,0.516667,,,,,,,,,Controlled/uncontrolled burning temperature range,,,,,,,725.0,10.0,56.0,26.68
P046,10,10.0,10.0,Rice Husk Ash (RHA) / Rice Husk Ash,Rice husk,"Burning in closed combustion chamber, cooling, and sieving",Sieved through #30 sieve,,thermal,0.516667,,,,,,,,,Controlled/uncontrolled burning temperature range,,,,,,,725.0,10.0,56.0,33.5
P046,10,10.0,10.0,Rice Husk Ash (RHA) / Rice Husk Ash,Rice husk,"Burning in closed combustion chamber, cooling, and sieving",Sieved through #30 sieve,,thermal,0.516667,,,,,,,,,Controlled/uncontrolled burning temperature range,,,,,,,725.0,10.0,56.0,34.16
P046,10,10.0,10.0,Rice Husk Ash (RHA) / Rice Husk Ash,Rice husk,"Burning in closed combustion chamber, cooling, and sieving",Sieved through #30 sieve,,thermal,0.516667,,,,,,,,,Controlled/uncontrolled burning temperature range,,,,,,,725.0,10.0,56.0,35.86
P046,10,10.0,10.0,Rice Husk Ash (RHA) / Rice Husk Ash,Rice husk,"Burning in closed combustion chamber, cooling, and sieving",Sieved through #30 sieve,,thermal,0.516667,,,,,,,,,Controlled/uncontrolled burning temperature range,,,,,,,725.0,10.0,56.0,41.68
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,10.0,56.0,54.0
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,10.0,56.0,58.0
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,10.0,56.0,59.5
P058,"10, 20, 40",10.0,40.0,Rice Husk Ash (RHA) / Rice husk ash,Rice husks,controlled,U1: Burnt with timber; U2: Burnt with charcoal; C450/C650: Burnt in muffle oven,93.95,mechanical,0.5,0.4975,0.5025,high,1.085,0.4575,1.7625,Grinding in a ball mill,99.3,"Frequency: 15 Hz, 20 Hz, 25 Hz; Grinding time: 10 s, 20 s, 40 s",0.4425,2.2775,,"U1: Amorphous, Crystalline Quartz, Crystalline Sylvite, Crystalline Hydrophilite; U2: Amorphous, Crystalline Quartz, Crystalline Hydrophilite, Crystalline Hematite; C450: Amorphous, Crystalline Quartz, Crystalline Calcite; C650: Amorphous, Crystalline Quartz",Total Carbon (TC): U1: 0.88; U2: 0.56; C450: 0.66; C650: 0.59,"Quartz, Sylvite, Hydrophilite, Hematite, Calcite",600.0,10.0,56.0,66.5
P068,"0, 5, 10, 15, 20",0.0,20.0,Rice Husk Ash (RHA),Rice husk,Incineration in ferrocement furnace followed by grinding in Los Angeles machine,"Flame kept for ~1 h, smoldering for ~24 h, settling inside furnace for 24 h",75.24,,0.35,2.24,2.18,,2.42,2.28,1.72,,,,0.86,,12.99,,,,,10.0,56.0,71.85
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,10.0,56.0,27.5
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,10.0,56.0,38.1
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,10.0,56.0,52.4
P001,"7, 10, 15",7.0,15.0,"Rice Husk Ash (RHA), RHA-650-60",Rice husks from North of Iran,controlled,Temperature of 650 °C and 60 minutes burning time,89.61,thermal,0.5,0.22,0.04,high,0.91,0.42,1.58,,90.0,Temperature of 650 °C and 60 minutes burning time,0.07,2.15,5.91,Quartz,"P2O5: 0.41, TiO2: 0.02",Quartz,650.0,10.0,90.0,55.5
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,10.0,90.0,40.0
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,10.0,90.0,50.5
P010,"5, 10, 15, 20",5.0,20.0,Rice husk ash (RHA),Rice husk,controlled,Incineration temperature < 700 °C; Sieving through 150 µm and 33 µm; Grinding in Los Angeles mill for 30 min and 180 min,87.86,mechanical,0.4,0.93,0.68,high,1.3,0.35,2.37,Los Angeles mill grinding,95.0,Grinded using Los Angeles mill,0.12,,,,,,700.0,10.0,90.0,40.6
P016,"0, 5, 10, 15",0.0,15.0,Rice Husk Ash,Rice Husk,Burning / Incineration,,82.5,,0.355,,,high,,,,,,,,2.27,,,,,,10.0,90.0,47.08
P016,"0, 5, 10, 15",0.0,15.0,Rice Husk Ash,Rice Husk,Burning / Incineration,,82.5,,0.355,,,high,,,,,,,,2.27,,,,,,10.0,90.0,56.4
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,10.0,90.0,39.0
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,10.0,90.0,41.5
P023,"0, 10, 20, 30, 40",0.0,40.0,Rice Husk Ash (RHA),Rice husk,Furnace burning and grinding,Cooled inside furnace for about 24 hours; Grinding using a Los Angeles machine,75.0,,0.38,0.78,1.29,,3.3,0.22,1.5,,,,0.4,2.53,3.67,,Moisture contents: 2.15 %; MnO: 0.2 %; P2O5: 0.59 %; Total SiO2 + Fe2O3 + Al2O3: 77.58 %,,,10.0,90.0,42.5
P029,"10, 20, 30",10.0,30.0,Rice husk ash (RHA),Rice husks,Burning of rice husks,Burning temperature for RHA12 was slightly lower by approximately 50°C than for RHA8,91.31,mechanical,0.5375,0.215,0.155,low,0.995,0.42,1.475,Ball mill grinding,43.126667,Grinding in a lab ball mill,390.0,,4.835,"Cristobalite, SiO2","Moisture: RHA8 0.01, RHA12 0.01 (% by mass); P2O5: RHA8 0.74, RHA12 0.51 (% by mass); Cl: RHA8 910.00, RHA12 410.00 (ppm)",Cristobalite,,10.0,90.0,58.5
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,10.0,90.0,41.7
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,10.0,90.0,51.2
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,10.0,90.0,59.3
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,91.0,56.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,91.0,67.0
P015,"0, 10, 20, 30",0.0,30.0,"Rice husk ash (RHA), ground RHA, non-ground RHA, residual rice husk ash (RHA)",Rice husk / Rice husk pellets,Incineration / burning of rice husk pellets in a boiler followed by ball mill grinding,Burning temperature: 600800,91.0,mechanical,0.35,0.41,0.35,Water requirement of non-ground RHA mortar: 117%; Water requirement of ground RHA mortar: 110%,,0.81,3.21,Ball mill grinding,,Grinding duration: 1 h (60 min),0.08,2.06,8.5,Mostly amorphous silica and partially crystalline silica (Cristobalite high-SiO2),P2O5: 0.98,Cristobalite high-SiO2,700.0,10.0,91.0,74.0
P018,"0, 5, 10, 15, 20, 30",0.0,30.0,Rice Husk Ash (RHA),Rice husk from Vietnam,controlled,"Vibrating ball mill grinding time: 30 min (for 9 µm), 60 min (for 6.3 µm), 90 min (for 5.6 µm); Planetary ball mill grinding time: 3 h (for 3.6 µm).",91.32,mechanical,0.19,,,high,,,,Ball milling (vibrating ball mill / planetary ball mill),87.96,,,,3.81,Amorphous,,,,10.0,91.0,178.0
P059,"8, 10, 12",8.0,12.0,Rice husk ash (RHA),Rice plant / Rice husk,Recalcination and Grinding,"Recalcination: 10°C/min heating rate, step 1 at 350°C for 3 h, step 2 at 600°C for 3 h; Grinding: Tumbling ball mill (300 rpm, 30 min) for RHA20; Vibratory mill (5 min) for RHA14; Vibratory mill (1 h) for RHA7",89.85,both,0.36,0.86,4.79,high,0.79,,1.38,Tumbling ball mill; Vibratory mill,87.133333,"Thermal: 350°C for 3 h then 600°C for 3 h; Mechanical: Tumbling ball mill for 30 min, Vibratory mill for 5 min or 1 h",,2.44,0.53,"Amorphous silica, Quartz",P2O5: 0.22; MnO: 0.24,Quartz,475.0,10.0,91.0,68.79
P070,"0, 2.5, 5, 7.5, 10",0.0,10.0,Rice Husk Ash (RHA) / RHA,Rice field / Rice husk,Natural combusting process,Uncontrolled burning temperature and time; sieved through No. 50 sieve,,,0.4,,,,,,,,,,,2.24,,,,,,10.0,91.0,41.62
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,10.0,120.0,46.7
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,10.0,120.0,55.6
P079,"0, 10, 15, 20",0.0,20.0,Rice husk ash (RHA),Rice husk (RH),controlled,Incineration temperature: 650700 °C for ~2 hours; Secondary heat treatment: 200 °C in oven; Sieve size: #100,90.8,both,0.433333,0.6,0.11,high,0.07,1.7,,Sieving,33.4,Thermal: 650700 °C (2 h) and 200 °C; Mechanical: sieving through sieve #100,0.76,2.02,,"Quartz, graphite, coquimbite",,"Amorphous SiO2, Quartz, Graphite, Coquimbite",516.666667,10.0,120.0,65.2
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,10.0,150.0,71.1
P002,"10, 20, 30",10.0,30.0,rice husk ash (RHA) / RHA passing #200 and #325 sieves,"rice husk, an agro-waste material / local market",Burning and grinding in a ball mill,Burning duration: 24 h; Ventilation: top and bottom; Grinding: ball mill; Sieving: over #200 and #325 sieves,80.0,both,0.314286,0.41,3.93,,3.82,0.25,1.45,Ball mill grinding,,Grinding time: 90 min; Burning temperature: 400-700°C,0.67,2.11,8.56,,,Crystalline structure,550.0,10.0,150.0,72.4
P009,"5, 10, 15, 20",5.0,20.0,Rice husk ash (TRHA and ChRHA),"Rice husk collected from rice mill ""Arrocera La Esmeralda"" located in Valle del Cauca, Southeastern Colombia",Thermal treatment (TRHA); Chemical-thermal attack (ChRHA),"Hydrochloric acid leaching (1 N, 24 h), water washing to neutral pH, drying",94.5,both,4.784,0.275,0.345,high,0.86,0.21,1.43,Ball milling,95.0,Ceramic balls used for ball milling,0.32,2120.0,0.23,Amorphous,"TiO2: 0.04 (TRHA), 0.02 (ChRHA); P2O5: 0.68 (TRHA), 0.11 (ChRHA); MnO: 0.19 (TRHA), 0.02 (ChRHA)",,600.0,10.0,180.0,42.7
