paper_id,Paper Title,Mix ID,Replacement Level,Activation Method,Key Processing Parameters,Reported Strength
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R3 - 20%,20 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 1 cycle",Compressive Strength: 38.1 MPa; Flexural Strength: 6.9 MPa
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R3 - 30%,30 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 1 cycle",Compressive Strength: 33.9 MPa; Flexural Strength: 6.9 MPa
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R4 - 10%,10 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 2 cycles",Compressive Strength: 39.0 MPa; Flexural Strength: 7.4 MPa
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R4 - 20%,20 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 2 cycles",Compressive Strength: 32.7 MPa; Flexural Strength: 6.6 MPa
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R4 - 30%,30 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 2 cycles",Compressive Strength: 26.7 MPa; Flexural Strength: 5.8 MPa
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R5 - 10%,10 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 2 cycles",Compressive Strength: 40.8 MPa; Flexural Strength: 7.2 MPa
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R5 - 20%,20 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 2 cycles",Compressive Strength: 34.5 MPa; Flexural Strength: 6.6 MPa
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R5 - 30%,30 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 2 cycles",Compressive Strength: 28.2 MPa; Flexural Strength: 6.0 MPa
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R6 - 10%,10 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 2 cycles",Compressive Strength: 43.7 MPa; Flexural Strength: 7.9 MPa
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R6 - 20%,20 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 2 cycles",Compressive Strength: 36.6 MPa; Flexural Strength: 7.1 MPa
49,Application and Texture of Ground RC as Supplementary Cementitious Material,R6 - 30%,30 wt%,Mechanical Grinding,"Planetary ball mill Pulverisette 6, 600 rpm, 10 min, m=150 g, 2 cycles",Compressive Strength: 30.4 MPa; Flexural Strength: 5.9 MPa
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,Reference,0%,,ASTM C109 mix design; w/b = 0.484,Compressive: 34.7 MPa; Flexural: 7.99 MPa
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,RCPM1-10,10% (RCP1),,Produced from 1st gen RAC1; size < 0.15 mm; w/b = 0.484,Compressive: 32.2 MPa; Flexural: 7.78 MPa
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,RCPM1-20,20% (RCP1),,Produced from 1st gen RAC1; size < 0.15 mm; w/b = 0.484,Compressive: 29.5 MPa; Flexural: 7.11 MPa
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,RCPM1-30,30% (RCP1),,Produced from 1st gen RAC1; size < 0.15 mm; w/b = 0.484,Compressive: 22.8 MPa; Flexural: 6.95 MPa
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,RCPM2-10,10% (RCP2),,Produced from 2nd gen RAC2; size < 0.15 mm; w/b = 0.484,Compressive: 29.5 MPa; Flexural: 6.95 MPa
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,RCPM2-20,20% (RCP2),,Produced from 2nd gen RAC2; size < 0.15 mm; w/b = 0.484,Compressive: 24.8 MPa; Flexural: 6.71 MPa
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,RCPM2-30,30% (RCP2),,Produced from 2nd gen RAC2; size < 0.15 mm; w/b = 0.484,Compressive: 22.4 MPa; Flexural: 6.23 MPa
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,RCPM3-10,10% (RCP3),,Produced from 3rd gen RAC3; size < 0.15 mm; w/b = 0.484,Compressive: 16.2 MPa; Flexural: 5.67 MPa
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,RCPM3-20,20% (RCP3),,Produced from 3rd gen RAC3; size < 0.15 mm; w/b = 0.484,Compressive: 15.4 MPa; Flexural: 4.15 MPa
50,Characteristics of waste concrete powders from multi-recycled coarse aggregate concrete and their effects as cement replacements,RCPM3-30,30% (RCP3),,Produced from 3rd gen RAC3; size < 0.15 mm; w/b = 0.484,Compressive: 10.9 MPa; Flexural: 3.03 MPa
51,"Effects of recycled concrete powders on the rheology, setting and early age strength of cement paste",Cement,0%,,"w/b = 0.45, no superplasticizer",12.00 MPa (1 day)
51,"Effects of recycled concrete powders on the rheology, setting and early age strength of cement paste",C/RCPI10,10% RCPI,,"w/b = 0.45, particle size < 75 µm, crushed, ground, air-separated",7.88 MPa (1 day)
51,"Effects of recycled concrete powders on the rheology, setting and early age strength of cement paste",C/RCPI20,20% RCPI,,"w/b = 0.45, particle size < 75 µm, crushed, ground, air-separated",6.84 MPa (1 day)
51,"Effects of recycled concrete powders on the rheology, setting and early age strength of cement paste",C/RCPI30,30% RCPI,,"w/b = 0.45, particle size < 75 µm, crushed, ground, air-separated",5.92 MPa (1 day)
51,"Effects of recycled concrete powders on the rheology, setting and early age strength of cement paste",C/RCPII10,10% RCPII,,"w/b = 0.45, particle size < 75 µm, crushed, ground, air-separated",10.98 MPa (1 day)
51,"Effects of recycled concrete powders on the rheology, setting and early age strength of cement paste",C/RCPII20,20% RCPII,,"w/b = 0.45, particle size < 75 µm, crushed, ground, air-separated",7.81 MPa (1 day)
51,"Effects of recycled concrete powders on the rheology, setting and early age strength of cement paste",C/RCPII30,30% RCPII,,"w/b = 0.45, particle size < 75 µm, crushed, ground, air-separated",5.94 MPa (1 day)
52,Effects of recycled micro-powders mixing methods on the properties of recycled concrete,RAC,0%,,Control recycled concrete mix (w/b = 0.35),7d Compressive: 36.8 MPa (GRAPH-DERIVED) / 28d Compressive: 43.2 MPa (GRAPH-DERIVED) / 56d Compressive: 48.3 MPa (GRAPH-DERIVED)
52,Effects of recycled micro-powders mixing methods on the properties of recycled concrete,RPAC1,5.5%,,Direct mixing of micro-powders into concrete,7d Compressive: 33.6 MPa (GRAPH-DERIVED) / 28d Compressive: 42.2 MPa (GRAPH-DERIVED) / 56d Compressive: 47.7 MPa (GRAPH-DERIVED)
52,Effects of recycled micro-powders mixing methods on the properties of recycled concrete,FPAC1,5.5%,Mechanical (Ball milling adhesion),Micro-powders adhered to aggregate surface via ball mill (2% by mass of coarse aggregate),7d Compressive: 35.8 MPa (GRAPH-DERIVED) / 28d Compressive: 43.1 MPa (GRAPH-DERIVED) / 56d Compressive: 49.6 MPa (GRAPH-DERIVED)
52,Effects of recycled micro-powders mixing methods on the properties of recycled concrete,RPAC2,11%,,Direct mixing of micro-powders into concrete,7d Compressive: 31.8 MPa (GRAPH-DERIVED) / 28d Compressive: 38.0 MPa (GRAPH-DERIVED) / 56d Compressive: 44.6 MPa (GRAPH-DERIVED)
52,Effects of recycled micro-powders mixing methods on the properties of recycled concrete,FPAC2,11%,Mechanical (Ball milling adhesion),Micro-powders adhered to aggregate surface via ball mill (4% by mass of coarse aggregate),28d Compressive: 44.75 MPa; 56d Compressive: 51.85 MPa
52,Effects of recycled micro-powders mixing methods on the properties of recycled concrete,RPAC3,16.5%,,Direct mixing of micro-powders into concrete,7d Compressive: 27.5 MPa (GRAPH-DERIVED) / 28d Compressive: 36.6 MPa (GRAPH-DERIVED) / 56d Compressive: 41.9 MPa (GRAPH-DERIVED)
52,Effects of recycled micro-powders mixing methods on the properties of recycled concrete,FPAC3,16.5%,Mechanical (Ball milling adhesion),Micro-powders adhered to aggregate surface via ball mill (6% by mass of coarse aggregate),7d Compressive: 31.4 MPa (GRAPH-DERIVED) / 28d Compressive: 42.1 MPa (GRAPH-DERIVED) / 56d Compressive: 48.8 MPa (GRAPH-DERIVED)
52,Effects of recycled micro-powders mixing methods on the properties of recycled concrete,RPAC4,22%,,Direct mixing of micro-powders into concrete,7d Compressive: 23.6 MPa (GRAPH-DERIVED) / 28d Compressive: 31.0 MPa (GRAPH-DERIVED) / 56d Compressive: 37.3 MPa (GRAPH-DERIVED)
52,Effects of recycled micro-powders mixing methods on the properties of recycled concrete,FPAC4,22%,Mechanical (Ball milling adhesion),Micro-powders adhered to aggregate surface via ball mill (8% by mass of coarse aggregate),7d Compressive: 28.6 MPa (GRAPH-DERIVED) / 28d Compressive: 35.1 MPa (GRAPH-DERIVED) / 56d Compressive: 42.1 MPa (GRAPH-DERIVED)
53,"Utilizing heat-mechanical synergistic treatment for separating concrete waste into high-quality recycled aggregate, active recycled powder and new concrete",C-Control,0%,,"w/b = 0.50, Cement: 360 kg/m³, Water: 180 kg/m³",GRAPH-DERIVED: ~43.5 MPa
53,"Utilizing heat-mechanical synergistic treatment for separating concrete waste into high-quality recycled aggregate, active recycled powder and new concrete",C-10ARP-600C,10% ARP-600C,Heat-Mechanical,"600 °C heat treatment for 2 h, ball milling",GRAPH-DERIVED: ~42.0 MPa
53,"Utilizing heat-mechanical synergistic treatment for separating concrete waste into high-quality recycled aggregate, active recycled powder and new concrete",C-20ARP-600C,20% ARP-600C,Heat-Mechanical,"600 °C heat treatment for 2 h, ball milling",GRAPH-DERIVED: ~38.5 MPa
53,"Utilizing heat-mechanical synergistic treatment for separating concrete waste into high-quality recycled aggregate, active recycled powder and new concrete",C-30ARP-600C,30% ARP-600C,Heat-Mechanical,"600 °C heat treatment for 2 h, ball milling",GRAPH-DERIVED: ~32.5 MPa
53,"Utilizing heat-mechanical synergistic treatment for separating concrete waste into high-quality recycled aggregate, active recycled powder and new concrete",C-10ARP-800C,10% ARP-800C,Heat-Mechanical,"800 °C heat treatment for 2 h, ball milling",GRAPH-DERIVED: ~44.0 MPa
53,"Utilizing heat-mechanical synergistic treatment for separating concrete waste into high-quality recycled aggregate, active recycled powder and new concrete",C-20ARP-800C,20% ARP-800C,Heat-Mechanical,"800 °C heat treatment for 2 h, ball milling",GRAPH-DERIVED: ~40.5 MPa
53,"Utilizing heat-mechanical synergistic treatment for separating concrete waste into high-quality recycled aggregate, active recycled powder and new concrete",C-30ARP-800C,30% ARP-800C,Heat-Mechanical,"800 °C heat treatment for 2 h, ball milling",GRAPH-DERIVED: ~34.5 MPa
54,Total recycling of concrete waste using accelerated carbonation: A review,Blended Cement Paste (w/b 0.55),30%,Enforced / Wet / Dry Carbonation,Carbonated RCP incorporation,~43 MPa
54,Total recycling of concrete waste using accelerated carbonation: A review,Blended Cement Paste (w/b 0.40),30%,Enforced / Wet / Dry Carbonation,Carbonated RCP incorporation,~50 MPa
54,Total recycling of concrete waste using accelerated carbonation: A review,Blended Cement Paste (w/b 0.30),30%,Enforced / Wet / Dry Carbonation,Carbonated RCP incorporation,~61 MPa
54,Total recycling of concrete waste using accelerated carbonation: A review,C40 Concrete,100% (Aggregate substitution),Accelerated Carbonation,Fully carbonated RCAs and RCFs without adjusting cement content,C40 Grade / Comparable to reference
54,Total recycling of concrete waste using accelerated carbonation: A review,Raw RCP Control (30% replacement),30%,Uncarbonated (Raw),Raw RCP incorporation,31% reduction in 28d compressive strength
55,The effect of recycled concrete powder (RCP) from precast concrete plant on fresh and mechanical properties of cementitious pastes,CP,0%,,w/c = 0.4,"1d: 17.94 MPa, 7d: 42.29 MPa, 28d: 47.53 MPa, 120d: 57.46 MPa"
55,The effect of recycled concrete powder (RCP) from precast concrete plant on fresh and mechanical properties of cementitious pastes,C10,10%,Mechanical activation (ball mill grinding),"Sieving (<150 µm), Ball mill grinding for ~30 min at 300 rpm, w/c = 0.4","1d: 13.55 MPa, 7d: 40.00 MPa, 28d: 45.78 MPa, 120d: 55.13 MPa"
55,The effect of recycled concrete powder (RCP) from precast concrete plant on fresh and mechanical properties of cementitious pastes,C20,20%,Mechanical activation (ball mill grinding),"Sieving (<150 µm), Ball mill grinding for ~30 min at 300 rpm, w/c = 0.4","1d: 11.86 MPa, 7d: 32.94 MPa, 28d: 42.38 MPa, 120d: 50.93 MPa"
55,The effect of recycled concrete powder (RCP) from precast concrete plant on fresh and mechanical properties of cementitious pastes,C30,30%,Mechanical activation (ball mill grinding),"Sieving (<150 µm), Ball mill grinding for ~30 min at 300 rpm, w/c = 0.4","1d: 10.23 MPa, 7d: 27.84 MPa, 28d: 35.38 MPa, 120d: 39.48 MPa"
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,Reference,0%,,w/c = 0.48,28 days: 46.70 MPa; 91 days: 50.40 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,7% RCP 0h,7%,,"Primary grinding (#100 mesh, <0.15 mm), w/c = 0.48",28 days: 30.36 MPa; 91 days: 31.04 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,7% RCP 0.5h,7%,Mechanical,"Planetary ball mill 500 rpm for 0.5 h, w/c = 0.48",28 days: 38.26 MPa; 91 days: 41.66 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,7% RCP 2h,7%,Mechanical,"Planetary ball mill 500 rpm for 2 h, w/c = 0.48",28 days: 38.78 MPa; 91 days: 42.35 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,7% RCP 6h,7%,Mechanical,"Planetary ball mill 500 rpm for 6 h, w/c = 0.48",28 days: 43.95 MPa; 91 days: 48.88 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,15% RCP 0h,15%,,"Primary grinding (#100 mesh, <0.15 mm), w/c = 0.48",28 days: 34.23 MPa; 91 days: 33.42 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,15% RCP 0.5h,15%,Mechanical,"Planetary ball mill 500 rpm for 0.5 h, w/c = 0.48",28 days: 36.35 MPa; 91 days: 33.40 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,15% RCP 2h,15%,Mechanical,"Planetary ball mill 500 rpm for 2 h, w/c = 0.48",28 days: 39.33 MPa; 91 days: 46.93 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,15% RCP 6h,15%,Mechanical,"Planetary ball mill 500 rpm for 6 h, w/c = 0.48",28 days: 33.49 MPa; 91 days: 38.50 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,25% RCP 0h,25%,,"Primary grinding (#100 mesh, <0.15 mm), w/c = 0.48",28 days: 29.03 MPa; 91 days: 32.04 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,25% RCP 0.5h,25%,Mechanical,"Planetary ball mill 500 rpm for 0.5 h, w/c = 0.48",28 days: 27.60 MPa; 91 days: 30.69 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,25% RCP 2h,25%,Mechanical,"Planetary ball mill 500 rpm for 2 h, w/c = 0.48",28 days: 27.06 MPa; 91 days: 33.76 MPa
56,Concrete powder waste as a substitution for Portland cement for environment-friendly cement production,25% RCP 6h,25%,Mechanical,"Planetary ball mill 500 rpm for 6 h, w/c = 0.48",28 days: 24.14 MPa; 91 days: 29.90 MPa
